100	0	1	1	fh12	0
100	0	1	2	fh12	0
100	0	1	3	fh12	0
100	0	2	1	fh12	0
100	0	2	2	fh12	0
100	0	2	3	fh12	0
100	0	3	1	fh12	0
100	0	3	2	fh12	0
100	0	3	3	fh12	0
100	1	1	1	fh12	0
100	1	1	2	fh12	0
100	1	1	3	fh12	0
100	1	2	1	fh12	0
100	1	2	2	fh12	0
100	1	2	3	fh12	0
100	1	3	1	fh12	0
100	1	3	2	fh12	0
100	1	3	3	fh12	0
100	2	1	1	fh12	0
100	2	1	2	fh12	0
100	2	1	3	fh12	0
100	2	2	1	fh12	0
100	2	2	2	fh12	0
100	2	2	3	fh12	0
100	2	3	1	fh12	0
100	2	3	2	fh12	0
100	2	3	3	fh12	0
100	3	1	1	fh12	0
100	3	1	2	fh12	0
100	3	1	3	fh12	0
100	3	2	1	fh12	0
100	3	2	2	fh12	0
100	3	2	3	fh12	0
100	3	3	1	fh12	0
100	3	3	2	fh12	0
100	3	3	3	fh12	0
100	4	1	1	fh12	0
100	4	1	2	fh12	0
100	4	1	3	fh12	0
100	4	2	1	fh12	0
100	4	2	2	fh12	0
100	4	2	3	fh12	0
100	4	3	1	fh12	0
100	4	3	2	fh12	0
100	4	3	3	fh12	0
100	5	1	1	fh12	0
100	5	1	2	fh12	0
100	5	1	3	fh12	0
100	5	2	1	fh12	0
100	5	2	2	fh12	0
100	5	2	3	fh12	0
100	5	3	1	fh12	0
100	5	3	2	fh12	0
100	5	3	3	fh12	0
100	6	1	1	fh12	0
100	6	1	2	fh12	0
100	6	1	3	fh12	0
100	6	2	1	fh12	0
100	6	2	2	fh12	0
100	6	2	3	fh12	0
100	6	3	1	fh12	0
100	6	3	2	fh12	0
100	6	3	3	fh12	0
100	7	1	1	fh12	0
100	7	1	2	fh12	0
100	7	1	3	fh12	0
100	7	2	1	fh12	0
100	7	2	2	fh12	0
100	7	2	3	fh12	0
100	7	3	1	fh12	0
100	7	3	2	fh12	0
100	7	3	3	fh12	0
100	8	1	1	fh12	0
100	8	1	2	fh12	0
100	8	1	3	fh12	0
100	8	2	1	fh12	0
100	8	2	2	fh12	0
100	8	2	3	fh12	0
100	8	3	1	fh12	0
100	8	3	2	fh12	0
100	8	3	3	fh12	0
100	9	1	1	fh12	0
100	9	1	2	fh12	0
100	9	1	3	fh12	0
100	9	2	1	fh12	0
100	9	2	2	fh12	0
100	9	2	3	fh12	0
100	9	3	1	fh12	0
100	9	3	2	fh12	0
100	9	3	3	fh12	0
200	0	1	1	fh12	0
200	0	1	2	fh12	0
200	0	1	3	fh12	0
200	0	2	1	fh12	0
200	0	2	2	fh12	0
200	0	2	3	fh12	0
200	0	3	1	fh12	0
200	0	3	2	fh12	0
200	0	3	3	fh12	0
200	1	1	1	fh12	0
200	1	1	2	fh12	0
200	1	1	3	fh12	0
200	1	2	1	fh12	0
200	1	2	2	fh12	0
200	1	2	3	fh12	0
200	1	3	1	fh12	0
200	1	3	2	fh12	0
200	1	3	3	fh12	0
200	2	1	1	fh12	0
200	2	1	2	fh12	0
200	2	1	3	fh12	0
200	2	2	1	fh12	0
200	2	2	2	fh12	0
200	2	2	3	fh12	0
200	2	3	1	fh12	0
200	2	3	2	fh12	0
200	2	3	3	fh12	0
200	3	1	1	fh12	0
200	3	1	2	fh12	0
200	3	1	3	fh12	0
200	3	2	1	fh12	0
200	3	2	2	fh12	0
200	3	2	3	fh12	0
200	3	3	1	fh12	0
200	3	3	2	fh12	0
200	3	3	3	fh12	0
200	4	1	1	fh12	0
200	4	1	2	fh12	0
200	4	1	3	fh12	0
200	4	2	1	fh12	0
200	4	2	2	fh12	0
200	4	2	3	fh12	0
200	4	3	1	fh12	0
200	4	3	2	fh12	0
200	4	3	3	fh12	0
200	5	1	1	fh12	0
200	5	1	2	fh12	0
200	5	1	3	fh12	0
200	5	2	1	fh12	0
200	5	2	2	fh12	0
200	5	2	3	fh12	0
200	5	3	1	fh12	0
200	5	3	2	fh12	0
200	5	3	3	fh12	0
200	6	1	1	fh12	0
200	6	1	2	fh12	0
200	6	1	3	fh12	0
200	6	2	1	fh12	0
200	6	2	2	fh12	0
200	6	2	3	fh12	0
200	6	3	1	fh12	0
200	6	3	2	fh12	0
200	6	3	3	fh12	0
200	7	1	1	fh12	0
200	7	1	2	fh12	0
200	7	1	3	fh12	0
200	7	2	1	fh12	0
200	7	2	2	fh12	0
200	7	2	3	fh12	0
200	7	3	1	fh12	0
200	7	3	2	fh12	0
200	7	3	3	fh12	0
200	8	1	1	fh12	0
200	8	1	2	fh12	0
200	8	1	3	fh12	0
200	8	2	1	fh12	0
200	8	2	2	fh12	0
200	8	2	3	fh12	0
200	8	3	1	fh12	0
200	8	3	2	fh12	0
200	8	3	3	fh12	0
200	9	1	1	fh12	0
200	9	1	2	fh12	0
200	9	1	3	fh12	0
200	9	2	1	fh12	0
200	9	2	2	fh12	0
200	9	2	3	fh12	0
200	9	3	1	fh12	0
200	9	3	2	fh12	0
200	9	3	3	fh12	0
300	0	1	1	fh12	0
300	0	1	2	fh12	0
300	0	1	3	fh12	0
300	0	2	1	fh12	0
300	0	2	2	fh12	0
300	0	2	3	fh12	0
300	0	3	1	fh12	0
300	0	3	2	fh12	0
300	0	3	3	fh12	0
300	1	1	1	fh12	0
300	1	1	2	fh12	0
300	1	1	3	fh12	0
300	1	2	1	fh12	0
300	1	2	2	fh12	0
300	1	2	3	fh12	0
300	1	3	1	fh12	0
300	1	3	2	fh12	0
300	1	3	3	fh12	0
300	2	1	1	fh12	0
300	2	1	2	fh12	0
300	2	1	3	fh12	0
300	2	2	1	fh12	0
300	2	2	2	fh12	0
300	2	2	3	fh12	0
300	2	3	1	fh12	0
300	2	3	2	fh12	0
300	2	3	3	fh12	0
300	3	1	1	fh12	0
300	3	1	2	fh12	0
300	3	1	3	fh12	0
300	3	2	1	fh12	0
300	3	2	2	fh12	0
300	3	2	3	fh12	0
300	3	3	1	fh12	0
300	3	3	2	fh12	0
300	3	3	3	fh12	0
300	4	1	1	fh12	0
300	4	1	2	fh12	0
300	4	1	3	fh12	0
