10	0	1	1	bhp1	0
10	0	1	2	bhp1	0
10	0	1	3	bhp1	0
10	0	2	1	bhp1	0
10	0	2	2	bhp1	0
10	0	2	3	bhp1	0
10	0	3	1	bhp1	0
10	0	3	2	bhp1	0
10	0	3	3	bhp1	0
10	1	1	1	bhp1	0
10	1	1	2	bhp1	0
10	1	1	3	bhp1	0
10	1	2	1	bhp1	0
10	1	2	2	bhp1	0
10	1	2	3	bhp1	0
10	1	3	1	bhp1	0
10	1	3	2	bhp1	0
10	1	3	3	bhp1	0
10	2	1	1	bhp1	0
10	2	1	2	bhp1	0
10	2	1	3	bhp1	0
10	2	2	1	bhp1	0
10	2	2	2	bhp1	0
10	2	2	3	bhp1	0
10	2	3	1	bhp1	0
10	2	3	2	bhp1	0
10	2	3	3	bhp1	0
10	3	1	1	bhp1	0
10	3	1	2	bhp1	0
10	3	1	3	bhp1	0
10	3	2	1	bhp1	0
10	3	2	2	bhp1	0
10	3	2	3	bhp1	0
10	3	3	1	bhp1	0
10	3	3	2	bhp1	0
10	3	3	3	bhp1	0
10	4	1	1	bhp1	0
10	4	1	2	bhp1	0
10	4	1	3	bhp1	0
10	4	2	1	bhp1	0
10	4	2	2	bhp1	0
10	4	2	3	bhp1	0
10	4	3	1	bhp1	0
10	4	3	2	bhp1	0
10	4	3	3	bhp1	0
10	5	1	1	bhp1	0
10	5	1	2	bhp1	0
10	5	1	3	bhp1	0
10	5	2	1	bhp1	0
10	5	2	2	bhp1	0
10	5	2	3	bhp1	0
10	5	3	1	bhp1	0
10	5	3	2	bhp1	0
10	5	3	3	bhp1	0
10	6	1	1	bhp1	0
10	6	1	2	bhp1	0
10	6	1	3	bhp1	0
10	6	2	1	bhp1	0
10	6	2	2	bhp1	0
10	6	2	3	bhp1	0
10	6	3	1	bhp1	0
10	6	3	2	bhp1	0
10	6	3	3	bhp1	0
10	7	1	1	bhp1	0
10	7	1	2	bhp1	0
10	7	1	3	bhp1	0
10	7	2	1	bhp1	0
10	7	2	2	bhp1	0
10	7	2	3	bhp1	0
10	7	3	1	bhp1	0
10	7	3	2	bhp1	0
10	7	3	3	bhp1	0
10	8	1	1	bhp1	0
10	8	1	2	bhp1	0
10	8	1	3	bhp1	0
10	8	2	1	bhp1	0
10	8	2	2	bhp1	0
10	8	2	3	bhp1	0
10	8	3	1	bhp1	0
10	8	3	2	bhp1	0
10	8	3	3	bhp1	0
10	9	1	1	bhp1	0
10	9	1	2	bhp1	0
10	9	1	3	bhp1	0
10	9	2	1	bhp1	0
10	9	2	2	bhp1	0
10	9	2	3	bhp1	0
10	9	3	1	bhp1	0
10	9	3	2	bhp1	0
10	9	3	3	bhp1	0
20	0	1	1	bhp1	0
20	0	1	2	bhp1	0
20	0	1	3	bhp1	0
20	0	2	1	bhp1	0
20	0	2	2	bhp1	0
20	0	2	3	bhp1	0
20	0	3	1	bhp1	0
20	0	3	2	bhp1	0
20	0	3	3	bhp1	0
20	1	1	1	bhp1	0
20	1	1	2	bhp1	0
20	1	1	3	bhp1	0
20	1	2	1	bhp1	0
20	1	2	2	bhp1	0
20	1	2	3	bhp1	0
20	1	3	1	bhp1	0
20	1	3	2	bhp1	0
20	1	3	3	bhp1	0
20	2	1	1	bhp1	0
20	2	1	2	bhp1	0
20	2	1	3	bhp1	0
20	2	2	1	bhp1	0
20	2	2	2	bhp1	0
20	2	2	3	bhp1	0
20	2	3	1	bhp1	0
20	2	3	2	bhp1	0
20	2	3	3	bhp1	0
20	3	1	1	bhp1	0
20	3	1	2	bhp1	0
20	3	1	3	bhp1	0
20	3	2	1	bhp1	0
20	3	2	2	bhp1	0
20	3	2	3	bhp1	0
20	3	3	1	bhp1	0
20	3	3	2	bhp1	0
20	3	3	3	bhp1	0
20	4	1	1	bhp1	0
20	4	1	2	bhp1	0
20	4	1	3	bhp1	0
20	4	2	1	bhp1	0
20	4	2	2	bhp1	0
20	4	2	3	bhp1	0
20	4	3	1	bhp1	0
20	4	3	2	bhp1	0
20	4	3	3	bhp1	0
20	5	1	1	bhp1	0
20	5	1	2	bhp1	0
20	5	1	3	bhp1	0
20	5	2	1	bhp1	0
20	5	2	2	bhp1	0
20	5	2	3	bhp1	0
20	5	3	1	bhp1	0
20	5	3	2	bhp1	0
20	5	3	3	bhp1	0
20	6	1	1	bhp1	0
20	6	1	2	bhp1	0
20	6	1	3	bhp1	0
20	6	2	1	bhp1	0
20	6	2	2	bhp1	0
20	6	2	3	bhp1	0
20	6	3	1	bhp1	0
20	6	3	2	bhp1	0
20	6	3	3	bhp1	0
20	7	1	1	bhp1	0
20	7	1	2	bhp1	0
20	7	1	3	bhp1	0
20	7	2	1	bhp1	0
20	7	2	2	bhp1	0
20	7	2	3	bhp1	0
20	7	3	1	bhp1	0
20	7	3	2	bhp1	0
20	7	3	3	bhp1	0
20	8	1	1	bhp1	0
20	8	1	2	bhp1	0
20	8	1	3	bhp1	0
20	8	2	1	bhp1	0
20	8	2	2	bhp1	0
20	8	2	3	bhp1	0
20	8	3	1	bhp1	0
20	8	3	2	bhp1	0
20	8	3	3	bhp1	0
20	9	1	1	bhp1	0
20	9	1	2	bhp1	0
20	9	1	3	bhp1	0
20	9	2	1	bhp1	0
20	9	2	2	bhp1	0
20	9	2	3	bhp1	0
20	9	3	1	bhp1	0
20	9	3	2	bhp1	0
20	9	3	3	bhp1	0
30	0	1	1	bhp1	0
30	0	1	2	bhp1	0
30	0	1	3	bhp1	0
30	0	2	1	bhp1	0
30	0	2	2	bhp1	0
30	0	2	3	bhp1	0
30	0	3	1	bhp1	0
30	0	3	2	bhp1	0
30	0	3	3	bhp1	0
30	1	1	1	bhp1	0
30	1	1	2	bhp1	0
30	1	1	3	bhp1	0
30	1	2	1	bhp1	0
30	1	2	2	bhp1	0
30	1	2	3	bhp1	0
30	1	3	1	bhp1	0
30	1	3	2	bhp1	0
30	1	3	3	bhp1	0
30	2	1	1	bhp1	0
30	2	1	2	bhp1	0
30	2	1	3	bhp1	0
30	2	2	1	bhp1	0
30	2	2	2	bhp1	0
30	2	2	3	bhp1	0
30	2	3	1	bhp1	0
30	2	3	2	bhp1	0
30	2	3	3	bhp1	0
30	3	1	1	bhp1	0
30	3	1	2	bhp1	0
30	3	1	3	bhp1	0
30	3	2	1	bhp1	0
30	3	2	2	bhp1	0
30	3	2	3	bhp1	0
30	3	3	1	bhp1	0
30	3	3	2	bhp1	0
30	3	3	3	bhp1	0
30	4	1	1	bhp1	0
30	4	1	2	bhp1	0
30	4	1	3	bhp1	0
30	4	2	1	bhp1	0
30	4	2	2	bhp1	0
30	4	2	3	bhp1	0
30	4	3	1	bhp1	0
30	4	3	2	bhp1	0
30	4	3	3	bhp1	0
30	5	1	1	bhp1	0
30	5	1	2	bhp1	0
30	5	1	3	bhp1	0
30	5	2	1	bhp1	0
30	5	2	2	bhp1	0
30	5	2	3	bhp1	0
30	5	3	1	bhp1	0
30	5	3	2	bhp1	0
30	5	3	3	bhp1	0
30	6	1	1	bhp1	0
30	6	1	2	bhp1	0
30	6	1	3	bhp1	0
30	6	2	1	bhp1	0
30	6	2	2	bhp1	0
30	6	2	3	bhp1	0
30	6	3	1	bhp1	0
30	6	3	2	bhp1	0
30	6	3	3	bhp1	0
30	7	1	1	bhp1	0
30	7	1	2	bhp1	0
30	7	1	3	bhp1	0
30	7	2	1	bhp1	0
30	7	2	2	bhp1	0
30	7	2	3	bhp1	0
30	7	3	1	bhp1	0
30	7	3	2	bhp1	0
30	7	3	3	bhp1	0
30	8	1	1	bhp1	0
30	8	1	2	bhp1	0
30	8	1	3	bhp1	0
30	8	2	1	bhp1	0
30	8	2	2	bhp1	0
30	8	2	3	bhp1	0
30	8	3	1	bhp1	0
30	8	3	2	bhp1	0
30	8	3	3	bhp1	0
30	9	1	1	bhp1	0
30	9	1	2	bhp1	0
30	9	1	3	bhp1	0
30	9	2	1	bhp1	0
30	9	2	2	bhp1	0
30	9	2	3	bhp1	0
30	9	3	1	bhp1	0
30	9	3	2	bhp1	0
30	9	3	3	bhp1	0
40	0	1	1	bhp1	0
40	0	1	2	bhp1	0
40	0	1	3	bhp1	0
40	0	2	1	bhp1	0
40	0	2	2	bhp1	0
40	0	2	3	bhp1	0
40	0	3	1	bhp1	0
40	0	3	2	bhp1	0
40	0	3	3	bhp1	0
40	1	1	1	bhp1	0
40	1	1	2	bhp1	0
40	1	1	3	bhp1	0
40	1	2	1	bhp1	0
40	1	2	2	bhp1	0
40	1	2	3	bhp1	0
40	1	3	1	bhp1	0
40	1	3	2	bhp1	0
40	1	3	3	bhp1	0
40	2	1	1	bhp1	0
40	2	1	2	bhp1	0
40	2	1	3	bhp1	0
40	2	2	1	bhp1	0
40	2	2	2	bhp1	0
40	2	2	3	bhp1	0
40	2	3	1	bhp1	0
40	2	3	2	bhp1	0
40	2	3	3	bhp1	0
40	3	1	1	bhp1	0
40	3	1	2	bhp1	0
40	3	1	3	bhp1	0
40	3	2	1	bhp1	0
40	3	2	2	bhp1	0
40	3	2	3	bhp1	0
40	3	3	1	bhp1	0
40	3	3	2	bhp1	0
40	3	3	3	bhp1	0
40	4	1	1	bhp1	0
40	4	1	2	bhp1	0
40	4	1	3	bhp1	0
40	4	2	1	bhp1	0
40	4	2	2	bhp1	0
40	4	2	3	bhp1	0
40	4	3	1	bhp1	0
40	4	3	2	bhp1	0
40	4	3	3	bhp1	0
40	5	1	1	bhp1	0
40	5	1	2	bhp1	0
40	5	1	3	bhp1	0
40	5	2	1	bhp1	0
40	5	2	2	bhp1	0
40	5	2	3	bhp1	0
40	5	3	1	bhp1	0
40	5	3	2	bhp1	0
40	5	3	3	bhp1	0
40	6	1	1	bhp1	0
40	6	1	2	bhp1	0
40	6	1	3	bhp1	0
40	6	2	1	bhp1	0
40	6	2	2	bhp1	0
40	6	2	3	bhp1	0
40	6	3	1	bhp1	0
40	6	3	2	bhp1	0
40	6	3	3	bhp1	0
40	7	1	1	bhp1	0
40	7	1	2	bhp1	0
40	7	1	3	bhp1	0
40	7	2	1	bhp1	0
40	7	2	2	bhp1	0
40	7	2	3	bhp1	0
40	7	3	1	bhp1	0
40	7	3	2	bhp1	0
40	7	3	3	bhp1	0
40	8	1	1	bhp1	0
40	8	1	2	bhp1	0
40	8	1	3	bhp1	0
40	8	2	1	bhp1	0
40	8	2	2	bhp1	0
40	8	2	3	bhp1	0
40	8	3	1	bhp1	0
40	8	3	2	bhp1	0
40	8	3	3	bhp1	0
40	9	1	1	bhp1	0
40	9	1	2	bhp1	0
40	9	1	3	bhp1	0
40	9	2	1	bhp1	0
40	9	2	2	bhp1	0
40	9	2	3	bhp1	0
40	9	3	1	bhp1	0
40	9	3	2	bhp1	0
40	9	3	3	bhp1	0
50	0	1	1	bhp1	0
50	0	1	2	bhp1	0
50	0	1	3	bhp1	0
50	0	2	1	bhp1	0
50	0	2	2	bhp1	0
50	0	2	3	bhp1	0
50	0	3	1	bhp1	0
50	0	3	2	bhp1	0
50	0	3	3	bhp1	0
50	1	1	1	bhp1	0
50	1	1	2	bhp1	0
50	1	1	3	bhp1	0
50	1	2	1	bhp1	0
50	1	2	2	bhp1	0
50	1	2	3	bhp1	0
50	1	3	1	bhp1	0
50	1	3	2	bhp1	0
50	1	3	3	bhp1	0
50	2	1	1	bhp1	0
50	2	1	2	bhp1	0
50	2	1	3	bhp1	0
50	2	2	1	bhp1	0
50	2	2	2	bhp1	0
50	2	2	3	bhp1	0
50	2	3	1	bhp1	0
50	2	3	2	bhp1	0
50	2	3	3	bhp1	0
50	3	1	1	bhp1	0
50	3	1	2	bhp1	0
50	3	1	3	bhp1	0
50	3	2	1	bhp1	0
50	3	2	2	bhp1	0
50	3	2	3	bhp1	0
50	3	3	1	bhp1	0
50	3	3	2	bhp1	0
50	3	3	3	bhp1	0
50	4	1	1	bhp1	0
50	4	1	2	bhp1	0
50	4	1	3	bhp1	0
50	4	2	1	bhp1	0
50	4	2	2	bhp1	0
50	4	2	3	bhp1	0
50	4	3	1	bhp1	0
50	4	3	2	bhp1	0
50	4	3	3	bhp1	0
50	5	1	1	bhp1	0
50	5	1	2	bhp1	0
50	5	1	3	bhp1	0
50	5	2	1	bhp1	0
50	5	2	2	bhp1	0
50	5	2	3	bhp1	0
50	5	3	1	bhp1	0
50	5	3	2	bhp1	0
50	5	3	3	bhp1	0
50	6	1	1	bhp1	0
50	6	1	2	bhp1	0
50	6	1	3	bhp1	0
50	6	2	1	bhp1	0
50	6	2	2	bhp1	0
50	6	2	3	bhp1	0
50	6	3	1	bhp1	0
50	6	3	2	bhp1	0
50	6	3	3	bhp1	0
50	7	1	1	bhp1	0
50	7	1	2	bhp1	0
50	7	1	3	bhp1	0
50	7	2	1	bhp1	0
50	7	2	2	bhp1	0
50	7	2	3	bhp1	0
50	7	3	1	bhp1	0
50	7	3	2	bhp1	0
50	7	3	3	bhp1	0
50	8	1	1	bhp1	0
50	8	1	2	bhp1	0
50	8	1	3	bhp1	0
50	8	2	1	bhp1	0
50	8	2	2	bhp1	0
50	8	2	3	bhp1	0
50	8	3	1	bhp1	0
50	8	3	2	bhp1	0
50	8	3	3	bhp1	0
50	9	1	1	bhp1	0
50	9	1	2	bhp1	0
50	9	1	3	bhp1	0
50	9	2	1	bhp1	0
50	9	2	2	bhp1	0
50	9	2	3	bhp1	0
50	9	3	1	bhp1	0
50	9	3	2	bhp1	0
50	9	3	3	bhp1	0
60	0	1	1	bhp1	0
60	0	1	2	bhp1	0
60	0	1	3	bhp1	0
60	0	2	1	bhp1	0
60	0	2	2	bhp1	0
60	0	2	3	bhp1	0
60	0	3	1	bhp1	0
60	0	3	2	bhp1	0
60	0	3	3	bhp1	0
60	1	1	1	bhp1	0
60	1	1	2	bhp1	0
60	1	1	3	bhp1	0
60	1	2	1	bhp1	0
60	1	2	2	bhp1	0
60	1	2	3	bhp1	0
60	1	3	1	bhp1	0
60	1	3	2	bhp1	0
60	1	3	3	bhp1	0
60	2	1	1	bhp1	0
60	2	1	2	bhp1	0
60	2	1	3	bhp1	0
60	2	2	1	bhp1	0
60	2	2	2	bhp1	0
60	2	2	3	bhp1	0
60	2	3	1	bhp1	0
60	2	3	2	bhp1	0
60	2	3	3	bhp1	0
60	3	1	1	bhp1	0
60	3	1	2	bhp1	0
60	3	1	3	bhp1	0
60	3	2	1	bhp1	0
60	3	2	2	bhp1	0
60	3	2	3	bhp1	0
60	3	3	1	bhp1	0
60	3	3	2	bhp1	0
60	3	3	3	bhp1	0
60	4	1	1	bhp1	0
60	4	1	2	bhp1	0
60	4	1	3	bhp1	0
60	4	2	1	bhp1	0
60	4	2	2	bhp1	0
60	4	2	3	bhp1	0
60	4	3	1	bhp1	0
60	4	3	2	bhp1	0
60	4	3	3	bhp1	0
